title,description,date,edition,format,filesize (bytes),jpg_linkage,custodian,copyright,contributor,topicCategory,keywords,geographicDescription,spatialResolution,mapCentreLongitude,mapCentreLatitude,boundingBoxEastLongitude,boundingBoxNorthLatitude,boundingBoxSouthLatitude,boundingBoxWestLongitude
9248-32 Red Mountain,Topographic map of 1:25000 9248-32 Red Mountain displaying graphic representations of features including relief hydrography vegetation and cultural,2011,Edition 1,Digital format: image---jpeg Original format: copy print : colour,30764032,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9248-32-red-mountain-ed-1-2011.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.687500,-24.937500,151.750000,-24.875000,-25.000000,151.625000
9248-33 Mount Bania,Topographic map of 1:25000 9248-33 Mount Bania displaying graphic representations of features including relief hydrography vegetation and cultural,2011,Edition 1,Digital format: image---jpeg Original format: copy print : colour,34480128,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9248-33-mount-bania-ed-1-2011.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.562500,-24.937500,151.625000,-24.875000,-25.000000,151.500000
9248-34 Gaeta,Topographic map of 1:25000 9248-34 Gaeta displaying graphic representations of features including relief hydrography vegetation and cultural,2011,Edition 1,Digital format: image---jpeg Original format: copy print : colour,33268736,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9248-34-gaeta-ed-1-2011.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.562500,-24.812500,151.625000,-24.750000,-24.875000,151.500000
9248-41 Six Mile Hill,Topographic map of 1:25000 9248-41 Six Mile Hill displaying graphic representations of features including relief hydrography vegetation and cultural,2011,Edition 1,Digital format: image---jpeg Original format: copy print : colour,30132224,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9248-41-six-mile-hill-ed-1-2011.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.687500,-24.562500,151.750000,-24.500000,-24.625000,151.625000
9248-42 Toweran,Topographic map of 1:25000 9248-42 Toweran displaying graphic representations of features including relief hydrography vegetation and cultural,2011,Edition 1,Digital format: image---jpeg Original format: copy print : colour,31608832,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9248-42-toweran-ed-1-2011.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.687500,-24.687500,151.750000,-24.625000,-24.750000,151.625000
9248-43 Mount Molangul,Topographic map of 1:25000 9248-43 Mount Molangul displaying graphic representations of features including relief hydrography vegetation and cultural,2011,Edition 1,Digital format: image---jpeg Original format: copy print : colour,32537600,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9248-43-mount-molangul-ed-1-2011.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.562500,-24.687500,151.625000,-24.625000,-24.750000,151.500000
9248-44 Gindoran Peak,Topographic map of 1:25000 9248-44 Gindoran Peak displaying graphic representations of features including relief hydrography vegetation and cultural,2011,Edition 1,Digital format: image---jpeg Original format: copy print : colour,35135488,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9248-44-gindoran-peak-ed-1-2011.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.562500,-24.562500,151.625000,-24.500000,-24.625000,151.500000
9249-12 Round Hill Head,Topographic map of 1:25000 9249-12 Round Hill Head displaying graphic representations of features including relief hydrography vegetation and cultural,2003,Edition 1,Digital format: image---jpeg Original format: copy print : colour,8607744,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9249-12-round-hill-head-ed-1-2003.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.937500,-24.187500,152.000000,-24.125000,-24.250000,151.875000
9249-13 Eurimbula,Topographic map of 1:25000 9249-13 Eurimbula displaying graphic representations of features including relief hydrography vegetation and cultural,2003,Edition 1,Digital format: image---jpeg Original format: copy print : colour,13421568,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9249-13-eurimbula-ed-1-2003.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.812500,-24.187500,151.875000,-24.125000,-24.250000,151.750000
9249-14 Bustard Head,Topographic map of 1:25000 9249-14 Bustard Head displaying graphic representations of features including relief hydrography vegetation and cultural,2003,Edition 1,Digital format: image---jpeg Original format: copy print : colour,7254016,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9249-14-bustard-head-ed-1-2003.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.812500,-24.062500,151.875000,-24.000000,-24.125000,151.750000
9249-21 Wreck Rock,Topographic map of 1:25000 9249-21 Wreck Rock displaying graphic representations of features including relief hydrography vegetation and cultural,2003,Edition 1,Digital format: image---jpeg Original format: copy print : colour,12003328,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9249-21-wreck-rock-ed-1-2003.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.937500,-24.312500,152.000000,-24.250000,-24.375000,151.875000
9249-22 Matchbox Range,Topographic map of 1:25000 9249-22 Matchbox Range displaying graphic representations of features including relief hydrography vegetation and cultural,2003,Edition 1,Digital format: image---jpeg Original format: copy print : colour,13048832,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9249-22-matchbox-range-ed-1-2003.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.937500,-24.437500,152.000000,-24.375000,-24.500000,151.875000
9249-23 Euleilah,Topographic map of 1:25000 9249-23 Euleilah displaying graphic representations of features including relief hydrography vegetation and cultural,2003,Edition 1,Digital format: image---jpeg Original format: copy print : colour,18212864,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9249-23-euleilah-ed-1-2003.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.812500,-24.437500,151.875000,-24.375000,-24.500000,151.750000
9249-24 Quondong,Topographic map of 1:25000 9249-24 Quondong displaying graphic representations of features including relief hydrography vegetation and cultural,2003,Edition 1,Digital format: image---jpeg Original format: copy print : colour,14628864,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9249-24-quondong-ed-1-2003.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.812500,-24.312500,151.875000,-24.250000,-24.375000,151.750000
9249-31 Dromedary Mountain,Topographic map of 1:25000 9249-31 Dromedary Mountain displaying graphic representations of features including relief hydrography vegetation and cultural,2003,Edition 1,Digital format: image---jpeg Original format: copy print : colour,19842048,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9249-31-dromedary-mountain-ed-1-2003.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.687500,-24.312500,151.750000,-24.250000,-24.375000,151.625000
9249-32 North Gwynne,Topographic map of 1:25000 9249-32 North Gwynne displaying graphic representations of features including relief hydrography vegetation and cultural,2003,Edition 1,Digital format: image---jpeg Original format: copy print : colour,15385600,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9249-32-north-gwynne-ed-1-2003.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.687500,-24.437500,151.750000,-24.375000,-24.500000,151.625000
9249-33 Mount Colosseum,Topographic map of 1:25000 9249-33 Mount Colosseum displaying graphic representations of features including relief hydrography vegetation and cultural,2003,Edition 1,Digital format: image---jpeg Original format: copy print : colour,16612352,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9249-33-mount-colosseum-ed-1-2003.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.562500,-24.437500,151.625000,-24.375000,-24.500000,151.500000
9249-34 Miriam Vale,Topographic map of 1:25000 9249-34 Miriam Vale displaying graphic representations of features including relief hydrography vegetation and cultural,2003,Edition 1,Digital format: image---jpeg Original format: copy print : colour,14768128,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9249-34-miriam-vale-ed-1-2003.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.562500,-24.312500,151.625000,-24.250000,-24.375000,151.500000
9249-41 Turkey Beach,Topographic map of 1:25000 9249-41 Turkey Beach displaying graphic representations of features including relief hydrography vegetation and cultural,2003,Edition 1,Digital format: image---jpeg Original format: copy print : colour,15768576,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9249-41-turkey-beach-ed-1-2003.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,151.687500,-24.062500,151.750000,-24.000000,-24.125000,151.625000
